circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN I,NALGONDA TOWN/D,GENERAL PURPOSE,7,1,,0.0,0.92
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,MIRYALAGUDA TOWN-I,GENERAL PURPOSE,7,3,3.0,1074.0,25.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,RAMACHANDRA GUDEM,GENERAL PURPOSE,7,7,7.0,206.0,6.38
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,RAMNAGAR,GENERAL PURPOSE,7,4,4.0,556.0,4.26
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,SEETHARAMPURAM,GENERAL PURPOSE,7,12,12.0,1083.0,8.48
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,TOWN-I,GENERAL PURPOSE,7,5,,0.0,2.38
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-I,VIDYANAGAR,GENERAL PURPOSE,7,21,20.0,771.0,22.07
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,HANUMANPET,GENERAL PURPOSE,7,9,9.0,1311.0,5.98
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,MIRYALAGUDA TOWN-2,GENERAL PURPOSE,7,8,7.0,1145.0,53.26
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,N S P CAMP,GENERAL PURPOSE,7,6,6.0,842.0,6.84
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,PRAKASH NAGAR,GENERAL PURPOSE,7,6,6.0,526.0,5.26
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,REDDY COLONY,GENERAL PURPOSE,7,6,6.0,356.0,9.24
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,SANTHOSH NAGAR,GENERAL PURPOSE,7,1,1.0,29.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,SHANTI NAGAR,GENERAL PURPOSE,7,3,3.0,116.0,3.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,CHENNARAM,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,CHINTHAKUNTLA,GENERAL PURPOSE,7,1,1.0,57.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,DONEYALA,GENERAL PURPOSE,7,3,1.0,6.0,2.44
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,FAKEERPUR,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GAJINAGER,GENERAL PURPOSE,7,4,4.0,0.0,4.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,GUMMADAVALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K M PALLY NLG RD,GENERAL PURPOSE,7,1,1.0,370.0,0.44
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN I,PADMAVATHI COLONY,GENERAL PURPOSE,7,16,15.0,3672.0,31.32
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN I,PRAKASHAM BAZAR,GENERAL PURPOSE,7,17,14.0,2144.0,56.72
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN I,SHANTHI NAGAR,GENERAL PURPOSE,7,17,17.0,2908.0,16.38
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA TOWN.3,GENERAL PURPOSE,7,5,5.0,5055.0,155.0
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA TOWN/113,GENERAL PURPOSE,7,1,1.0,466.0,5.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA TOWN-II,VINOBHA NAGAR,GENERAL PURPOSE,7,10,10.0,1101.0,12.04
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),ALAGADAPA,GENERAL PURPOSE,7,2,2.0,56.0,1.3
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),AVANTHI PURAM,GENERAL PURPOSE,7,6,5.0,663.0,7.48
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),AVANTHIPURAM,GENERAL PURPOSE,7,2,1.0,2696.0,25.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),B.ANNARAM,GENERAL PURPOSE,7,3,3.0,31.0,3.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),BADALAPOOR,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),BALLU NAIK(T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),CHILLAPOOR,GENERAL PURPOSE,7,2,2.0,20.0,2.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),CHINTA PALLY,GENERAL PURPOSE,7,1,1.0,5.0,0.5
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),DONDAVARI GUDEM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K.M.PAHAD,GENERAL PURPOSE,7,5,5.0,26.0,5.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,K.M.PALLY,GENERAL PURPOSE,7,10,9.0,3744.0,65.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,PENDLIPAKALA,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,KONDA MALLEPALLY,SAREPALLY,GENERAL PURPOSE,7,4,4.0,0.0,4.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,AKKAMPALLY,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,ANGADIPET,GENERAL PURPOSE,7,3,2.0,136.0,3.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,AZMAPUR,GENERAL PURPOSE,7,5,1.0,1.0,2.46
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,CHILUKAMARRI,GENERAL PURPOSE,7,2,1.0,0.0,1.18
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,BACHAPUR,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CHANDAMPET(HQ),GENERAL PURPOSE,7,8,5.0,88.0,12.27
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,CHITRIYALA,GENERAL PURPOSE,7,2,,0.0,1.36
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,G.POLEPALLY,GENERAL PURPOSE,7,4,2.0,0.0,1.62
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,GAGILLAPUR,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,KACHARAJUPALLI,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,KAMBALAPALLY,GENERAL PURPOSE,7,2,2.0,0.0,1.24
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,KETHEPALLY,GENERAL PURPOSE,7,1,,0.0,0.24
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,KOTHAPALLY,GENERAL PURPOSE,7,3,1.0,0.0,2.24
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-DVK ROAD,GENERAL PURPOSE,7,19,19.0,6475.0,114.52
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-MOTHUKUNTA,GENERAL PURPOSE,7,24,16.0,4094.0,35.18
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-NG COLLEGE,GENERAL PURPOSE,7,8,8.0,1903.0,25.16
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-OLD CITY,GENERAL PURPOSE,7,21,17.0,2205.0,92.8
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-SLBC,GENERAL PURPOSE,7,18,16.0,3596.0,106.26
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-SRINAGAR COLONY HYD R,GENERAL PURPOSE,7,5,5.0,2012.0,2.52
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,NALGONDA-THULSINAGAR,GENERAL PURPOSE,7,13,7.0,639.0,5.22
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,RURAL PS,GENERAL PURPOSE,7,1,1.0,86.0,0.48
NALGONDA,NALGONDA,NALGONDA,NALGONDA TOWN III,ST.ALPHONSUS,GENERAL PURPOSE,7,2,2.0,211.0,5.26
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,AEPOOR,GENERAL PURPOSE,7,3,2.0,23.0,1.56
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,BOYAGUBBA,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),DUBBA THANDA,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),ERRAVALAPAD,GENERAL PURPOSE,7,1,1.0,-37.0,0.32
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),GOGUVARI GUDEM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),GUDUR,GENERAL PURPOSE,7,3,3.0,3.0,2.24
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),HATIYAGANITANDA,GENERAL PURPOSE,7,1,,0.0,0.22
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),IYLAPUR,GENERAL PURPOSE,7,2,2.0,27.0,2.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),J.VEERAPPAGUDA,GENERAL PURPOSE,7,1,1.0,1560.0,45.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),JALUBAI THANDA,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),JATAVATH (T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),JEPTIVEERAPPA G,GENERAL PURPOSE,7,5,3.0,15.0,3.38
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,CHINTALTHANDA,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,DHARMA TANDA,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,DUGGYALA,GENERAL PURPOSE,7,3,2.0,-116.0,11.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GATTUNEMILIPUR,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GHAN BHEEMANAPALLY,GENERAL PURPOSE,7,2,,0.0,1.3
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GHAN PALLY,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GHANPUR,GENERAL PURPOSE,7,2,,0.0,0.64
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,GUDIPALLY,GENERAL PURPOSE,7,3,2.0,11.0,1.82
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,KESHAVANENI PALLY,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,KODANDAPOOR,GENERAL PURPOSE,7,1,1.0,3.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MADAPUR,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MUDIDONDLA,GENERAL PURPOSE,7,3,2.0,13.0,1.42
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,MURUPUNUTHULA,GENERAL PURPOSE,7,3,3.0,0.0,3.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,NEREDIGOMMU,GENERAL PURPOSE,7,10,3.0,-60.0,24.24
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,PEDDA MUNIGAL,GENERAL PURPOSE,7,6,4.0,0.0,4.12
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,TELDARPALLY,GENERAL PURPOSE,7,5,4.0,0.0,3.52
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,TIMMAPUR,GENERAL PURPOSE,7,3,2.0,0.0,3.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,CHANDAMPETA,VIZAGCOLONY,GENERAL PURPOSE,7,2,2.0,97.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,GENERAL PURPOSE,7,76,71.0,7650.0,176.2
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA(HQ),GENERAL PURPOSE,7,10,,0.0,4.6
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,CHITYALA(HQ)- A,GENERAL PURPOSE,7,8,8.0,345.0,4.6
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,CHITYALA(HQ)- B,GENERAL PURPOSE,7,10,7.0,97.0,6.4
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,ELIKATTA,GENERAL PURPOSE,7,2,2.0,3.0,2.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,GUNDRAMPALLY,GENERAL PURPOSE,7,6,2.0,69.0,1.56
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,MOGILIDORAI,GENERAL PURPOSE,7,1,1.0,5.0,1.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,MORSUGUDEM,GENERAL PURPOSE,7,6,5.0,0.0,13.76
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,NERADA,GENERAL PURPOSE,7,5,3.0,120.0,3.12
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,ORUMADLA,GENERAL PURPOSE,7,2,2.0,13.0,0.9
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,PARAPALLY,GENERAL PURPOSE,7,3,2.0,1.0,1.52
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,PEDDAKAPARTHY,GENERAL PURPOSE,7,5,5.0,238.0,7.74
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),KALWAPALLY,GENERAL PURPOSE,7,2,2.0,0.0,1.18
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),KESYA (T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),KISTAPURAM,GENERAL PURPOSE,7,4,4.0,47.0,4.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),KOTHAGUDEM,GENERAL PURPOSE,7,5,4.0,1010.0,23.25
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),MAHESHPURAM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),MULKALAKALWA,GENERAL PURPOSE,7,3,1.0,0.0,1.64
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),NALLAGATTUTANDA,GENERAL PURPOSE,7,1,1.0,46.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MALLAPUR,GENERAL PURPOSE,7,2,,0.0,1.44
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,MEDARAM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,NUMAVU THANDA,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,P.A.PALLY(HQ),GENERAL PURPOSE,7,13,9.0,996.0,25.23
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,PADMATITHANDA,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,PEDDA GUMMADAM,GENERAL PURPOSE,7,2,,0.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,PERVALA,GENERAL PURPOSE,7,1,,0.0,0.44
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,POLKAMPALLY,GENERAL PURPOSE,7,2,,0.0,1.2
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,POTTI REDDY PALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,R.R.GUDAM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,GOTTIMUKKALA,GENERAL PURPOSE,7,4,2.0,0.0,2.58
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,IDDAMPALLY,GENERAL PURPOSE,7,3,2.0,18.0,2.3
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,JILLAPALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,K.B.PALLY,GENERAL PURPOSE,7,12,11.0,1270.0,53.18
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KACHARAM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,KOMMEPALLY,GENERAL PURPOSE,7,3,2.0,-5.0,2.5
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MADAMDAKA,GENERAL PURPOSE,7,3,2.0,0.0,3.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MUDIGONDA,GENERAL PURPOSE,7,7,6.0,1.0,30.2
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,MYNAMAPALLY,GENERAL PURPOSE,7,3,3.0,1123.0,22.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,PADMATPALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,PITTAMPALLY,GENERAL PURPOSE,7,1,1.0,1.0,0.24
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,SHIVANENI GUDEM,GENERAL PURPOSE,7,1,1.0,0.0,0.26
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,SUNKANPALLY,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,TALLAYELLAMALA,GENERAL PURPOSE,7,4,3.0,28.0,3.26
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,VANIPAKALA,GENERAL PURPOSE,7,5,4.0,0.0,4.8
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,VATTIMARTHY,GENERAL PURPOSE,7,6,3.0,443.0,7.78
NALGONDA,NALGONDA,NALGONDA RURAL,CHITYAL,VELIMINEDU,GENERAL PURPOSE,7,11,8.0,726.0,6.46
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,BOINAPALLY,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,BOMMAPALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,BUDAMARLAPALLY,GENERAL PURPOSE,7,1,1.0,12.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),NANDIPAD,GENERAL PURPOSE,7,5,5.0,348.0,7.38
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),RAIN PALEM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),RAMACHANDRU (T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),RUDRARAM,GENERAL PURPOSE,7,1,1.0,0.0,0.25
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),SAMYAGANI (T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),SREENIVASANAGAR,GENERAL PURPOSE,7,5,5.0,-314.0,3.94
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),SUBBAREDDYGUDEM,GENERAL PURPOSE,7,1,1.0,0.0,0.18
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),TADAKAMALLA,GENERAL PURPOSE,7,3,2.0,40.0,2.6
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,TIRUMALAGIRI,GENERAL PURPOSE,7,1,,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,P.A.PALLI,VADIPATLA,GENERAL PURPOSE,7,8,2.0,0.0,26.12
NALGONDA,MIRYALGUDA,HALIA,HALIYA,TIRUMALAGIRI,GENERAL PURPOSE,7,7,5.0,488.0,9.74
NALGONDA,MIRYALGUDA,HALIA,HALIYA,VEERLAGADDA (T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,HALIA,HALIYA,VENKATADRIPALEM,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,HALIA,HALIYA,YACHARAM,GENERAL PURPOSE,7,1,1.0,0.0,0.24
NALGONDA,MIRYALGUDA,HALIA,HALIYA,YALLAPURAM,GENERAL PURPOSE,7,3,3.0,0.0,3.0
NALGONDA,MIRYALGUDA,HALIA,NAGARJUNA SAGAR,BATTUVENKANNA.T,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,SHAKAVALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TELUGUPALLY,GENERAL PURPOSE,7,4,3.0,21.0,3.44
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,THATIKOLE,GENERAL PURPOSE,7,8,6.0,0.0,6.32
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,TURUPUPALLY,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DEVARAKONDA,YELLAREDDY BAVI,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BOLLANPALLY,GENERAL PURPOSE,7,3,2.0,0.0,2.44
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BRAHMANAPALLY,GENERAL PURPOSE,7,2,2.0,0.0,2.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,BURANAPUR,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,CHERUKUPALLY,GENERAL PURPOSE,7,5,3.0,0.0,12.88
NALGONDA,DEVARAKONDA,DEVARAKONDA,DINDI,D.N.POOR,GENERAL PURPOSE,7,3,3.0,0.0,2.44
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,CHARLA GAURARAM,GENERAL PURPOSE,7,5,5.0,506.0,17.52
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,CHENNARAM,GENERAL PURPOSE,7,2,2.0,14.0,2.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,CHETLA CHENNARAM,GENERAL PURPOSE,7,2,2.0,5.0,2.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,CHINNAMADARAM,GENERAL PURPOSE,7,3,3.0,2.0,1.52
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,DARVESHAPURAM,GENERAL PURPOSE,7,2,2.0,316.0,4.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,DOREPALLY,GENERAL PURPOSE,7,3,3.0,0.0,2.26
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,ERUGANTIPALLY,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,G YADAVALLY,GENERAL PURPOSE,7,2,1.0,27.0,0.52
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,HYDLAPOOR,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,NALGONDA,NALGONDA RURAL,KANEGAL,JANGAMAYYAGUDA,GENERAL PURPOSE,7,1,1.0,0.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),TAKKELLAPAD,GENERAL PURPOSE,7,3,3.0,15.0,2.24
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),TEEKYA TANDA,GENERAL PURPOSE,7,1,1.0,8.0,1.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),THUNGAPAHAD,GENERAL PURPOSE,7,2,2.0,86.0,20.0
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),TUNGAPAD,GENERAL PURPOSE,7,3,3.0,217.0,1.42
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),UTLAPALLY,GENERAL PURPOSE,7,6,4.0,-273.0,3.8
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),V.K.PALEM,GENERAL PURPOSE,7,8,6.0,53.0,8.06
NALGONDA,MIRYALGUDA,MIRYALGUDA,MIRYALAGUDA(RURAL),VALYA (T),GENERAL PURPOSE,7,1,1.0,0.0,1.0
